building_id,building_name,building_type,city,state,climate_zone,year_built,floor_area_sqft,number_of_floors,occupancy_count,energy_use_kwh,water_use_gallons,electricity_cost,gas_cost,maintenance_cost,carbon_emissions_kg,hvac_age,insulation_quality,window_type,energy_star_score,last_retrofit_year,renewable_energy_pct,estimated_retrofit_cost
B2213,Seattle School 80,School,Seattle,WA,Marine-Mild,1949,61519,6,166,869123,1655058,100697.05,15773.81,107670.82,274193,8,Fair,Triple Pane,59,2020,1.4,305716.82
B2214,Houston School 70,School,Houston,TX,Hot-Humid,1940,36441,5,95,508540,719831,51505.63,9165.98,96682.4,162732,4,Fair,Triple Pane,78,1940,0.0,207754.75
B2215,Phoenix Residential 43,Residential,Phoenix,AZ,Hot-Dry,1993,79315,8,212,1523092,1784877,155990.11,35431.11,232041.96,487389,24,Good,Single Pane,41,1993,0.0,1016175.44
B2216,Seattle Office 12,Office,Seattle,WA,Marine-Mild,2013,239151,20,817,4943182,5078815,515463.36,103900.98,371491.24,1581818,6,Good,Double Pane,58,2023,0.0,1080369.56
B2217,Seattle Office 88,Office,Seattle,WA,Marine-Mild,2002,233414,13,1481,6131442,3948121,718380.22,129666.68,883072.99,1962061,9,Good,Double Pane,66,2010,0.0,1081449.17
B2218,Los Angeles Office 69,Office,Los Angeles,CA,Marine-Mild,1990,94940,14,238,2608007,2597212,278064.03,44639.41,173986.36,834562,8,Poor,Triple Pane,69,2018,0.0,784003.91
B2219,Phoenix Office 89,Office,Phoenix,AZ,Hot-Dry,1995,144997,14,699,2995755,2365787,284493.07,55029.7,366250.64,952113,16,Good,Double Pane,58,1996,0.7,1540004.22
B2220,Phoenix Lab 27,Lab,Phoenix,AZ,Hot-Dry,1968,72869,6,250,9059832,1732529,1116152.64,172025.7,180423.98,2899146,11,Poor,Double Pane,49,2022,0.0,825163.68
B2221,Seattle Office 97,Office,Seattle,WA,Marine-Mild,1949,236605,13,594,7065423,6402620,778871.91,129629.42,743576.25,2260935,16,Poor,Double Pane,37,2004,0.0,2838147.93
B2222,Seattle Retail 85,Retail,Seattle,WA,Marine-Mild,1952,10527,2,27,336521,207076,36360.72,8058.66,30609.04,107686,20,Good,Single Pane,32,2002,0.0,124364.34
B2223,Houston Residential 12,Residential,Houston,TX,Hot-Humid,1979,38453,5,166,499364,642247,55949.3,10188.65,77365.21,159796,13,Good,Double Pane,63,2002,0.0,218406.49
B2224,Denver Mixed Use 21,Mixed Use,Denver,CO,Cold-Dry,1945,176409,15,842,5618539,4783200,567273.49,86779.57,258409.41,1797932,6,Good,Double Pane,68,2007,0.0,933243.91
B2225,Los Angeles Government 40,Government,Los Angeles,CA,Marine-Mild,1998,122256,10,531,3204381,2479722,278484.86,74722.79,428036.66,1025402,14,Fair,Double Pane,60,2005,0.0,512633.41
B2226,Atlanta School 61,School,Atlanta,GA,Mixed-Humid,2017,104590,12,290,2261588,2502420,262280.35,53537.1,219537.17,723708,9,Good,Single Pane,43,2023,0.0,773050.14
B2227,Atlanta Mixed Use 29,Mixed Use,Atlanta,GA,Mixed-Humid,1930,214502,16,1138,6252308,5526074,665227.96,118815.06,693707.29,1399648,1,Good,Single Pane,65,2011,30.0,1863036.73
B2228,New York Office 14,Office,New York,NY,Cold-Humid,1984,151469,10,389,2819814,2978897,262078.75,53801.89,269398.95,860575,15,Good,Triple Pane,61,2012,4.6,646652.98
B2229,Seattle Government 41,Government,Seattle,WA,Marine-Mild,1983,181449,16,692,3541011,4207744,318248.76,79588.17,433105.98,1133123,4,Poor,Double Pane,66,2009,0.0,1884454.01
B2230,Denver Hospital 49,Hospital,Denver,CO,Cold-Dry,1999,395930,29,1374,21982579,5924179,1986625.48,513750.38,597943.31,5788739,18,Good,Triple Pane,64,2003,17.7,4576205.24
B2231,Chicago Hospital 31,Hospital,Chicago,IL,Cold-Humid,1938,388942,16,1162,25763204,6840449,2975830.6,532634.23,1256502.13,8244225,19,Good,Double Pane,53,2011,0.0,4582828.58
B2232,New York Hospital 53,Hospital,New York,NY,Cold-Humid,2003,218702,20,674,14127922,3421861,1546882.27,334795.99,279784.3,4520935,11,Good,Double Pane,64,2003,0.0,1018919.19
B2233,Denver Retail 73,Retail,Denver,CO,Cold-Dry,1971,56409,10,141,1316627,1488553,140371.66,23940.96,158573.8,421320,1,Good,Double Pane,73,1996,0.0,259247.73
B2234,Houston Office 47,Office,Houston,TX,Hot-Humid,2015,215921,15,792,3859192,5192061,418076.91,75242.63,325417.2,1234941,16,Fair,Triple Pane,69,2017,0.0,2465501.23
B2235,Denver Office 81,Office,Denver,CO,Cold-Dry,1978,178211,13,466,4126123,2835325,474776.7,64154.35,335464.79,1320359,10,Good,Single Pane,51,2010,0.0,1455780.48
B2236,Los Angeles Hospital 41,Hospital,Los Angeles,CA,Marine-Mild,1999,348569,24,873,18964531,6980911,2346532.94,315558.49,603026.16,4600910,3,Fair,Double Pane,69,2024,24.2,1576900.04
B2237,Denver Mixed Use 37,Mixed Use,Denver,CO,Cold-Dry,1979,102001,13,338,3620294,1728511,358666.33,59157.5,153835.47,1158494,19,Poor,Double Pane,38,1992,0.0,1323137.29
B2238,Los Angeles Hospital 25,Hospital,Los Angeles,CA,Marine-Mild,2017,277490,16,921,21899609,7160006,2569610.73,353222.9,752600.56,7007875,11,Fair,Double Pane,60,2017,0.0,1427832.63
B2239,Seattle Government 61,Government,Seattle,WA,Marine-Mild,1947,66928,9,368,1364616,1300391,159433.1,29216.91,166562.86,436677,21,Good,Double Pane,67,2017,0.0,549539.39
B2240,Los Angeles School 72,School,Los Angeles,CA,Marine-Mild,1998,69988,10,321,1080561,711120,99234.15,25051.37,166480.2,345779,20,Good,Triple Pane,48,2007,0.0,644658.99
B2241,Denver Government 64,Government,Denver,CO,Cold-Dry,1970,196709,18,558,4981264,2817440,445958.51,84403.09,679620.88,1594004,19,Fair,Single Pane,46,2023,0.0,2610747.18
B2242,Houston Residential 30,Residential,Houston,TX,Hot-Humid,1981,61055,11,311,1232042,1691452,132723.43,28144.99,92774.24,394253,16,Poor,Double Pane,29,2006,0.0,927553.6
B2243,Houston Government 27,Government,Houston,TX,Hot-Humid,1947,84051,8,540,1650941,2333246,189462.69,33718.7,229007.38,528301,15,Good,Double Pane,61,2005,0.0,460113.22
B2244,Phoenix Lab 11,Lab,Phoenix,AZ,Hot-Dry,2009,85387,9,537,10167161,2128739,890436.65,192917.39,238096.38,3253491,18,Fair,Single Pane,32,2020,0.0,1184050.78
B2245,Chicago Office 25,Office,Chicago,IL,Cold-Humid,2001,26471,4,69,808144,528416,97710.67,17629.02,98998.96,258606,3,Poor,Single Pane,48,2004,0.0,265547.02
B2246,New York Mixed Use 73,Mixed Use,New York,NY,Cold-Humid,1954,35541,5,172,1537727,628861,188331.76,34379.46,69154.35,492072,20,Poor,Single Pane,36,1954,0.0,636911.73
B2247,Atlanta Residential 14,Residential,Atlanta,GA,Mixed-Humid,1931,132188,9,637,2078821,3038255,216675.45,36877.43,350384.01,665222,12,Good,Double Pane,49,2010,0.0,726599.31
B2248,Chicago Residential 26,Residential,Chicago,IL,Cold-Humid,1943,18492,3,47,226817,191140,26597.39,3744.77,42667.15,72581,9,Poor,Double Pane,40,1943,0.0,169895.28
B2249,Seattle Hospital 42,Hospital,Seattle,WA,Marine-Mild,1977,325611,17,1193,36610056,6180448,4579683.01,791049.18,719953.53,10070114,2,Poor,Single Pane,34,2020,14.0,3918844.3
B2250,Denver Office 39,Office,Denver,CO,Cold-Dry,1939,222218,14,639,6402763,5986666,609013.42,150619.72,736750.3,2048884,4,Fair,Double Pane,70,2016,0.0,1196611.71
B2251,Phoenix Office 79,Office,Phoenix,AZ,Hot-Dry,2003,26967,4,89,799266,485831,74923.85,13425.64,74786.98,255765,20,Poor,Double Pane,27,2019,0.0,377563.96
B2252,Phoenix Residential 39,Residential,Phoenix,AZ,Hot-Dry,1934,104772,8,374,1164756,1263006,138299.22,17905.59,347597.17,362999,2,Fair,Double Pane,73,1934,2.6,553509.07
B2253,New York Government 55,Government,New York,NY,Cold-Humid,1984,54458,9,141,1090134,588036,109386.18,21802.02,181225.81,348842,2,Excellent,Single Pane,72,1992,0.0,388288.91
B2254,Los Angeles Lab 39,Lab,Los Angeles,CA,Marine-Mild,2001,104457,10,496,7372604,2236970,915465.06,148723.11,325082.71,2359233,10,Fair,Triple Pane,70,2023,0.0,620216.4
B2255,Denver School 78,School,Denver,CO,Cold-Dry,2010,76401,9,268,1470628,1726480,151977.73,25691.55,236922.29,470601,3,Good,Triple Pane,84,2010,0.0,394975.45
B2256,Atlanta Government 65,Government,Atlanta,GA,Mixed-Humid,1962,107302,13,444,2863133,1932040,267633.1,57114.99,296053.61,916202,1,Fair,Double Pane,79,1994,0.0,456167.52
B2257,Denver Retail 96,Retail,Denver,CO,Cold-Dry,1930,23712,6,122,491970,656059,47534.17,9225.55,82751.42,157430,23,Fair,Triple Pane,56,2010,0.0,227114.57
B2258,Atlanta Government 35,Government,Atlanta,GA,Mixed-Humid,2015,141542,11,786,3198195,3645415,355260.55,70023.75,423592.83,1023422,13,Fair,Double Pane,55,2015,0.0,762999.29
B2259,Atlanta Retail 62,Retail,Atlanta,GA,Mixed-Humid,2014,54785,7,322,1616854,851514,146967.78,35086.11,78897.0,517393,5,Poor,Double Pane,61,2023,0.0,449560.96
B2260,Chicago School 57,School,Chicago,IL,Cold-Humid,1990,54431,6,211,920526,1092863,93309.8,21746.88,195769.52,294568,2,Good,Single Pane,60,1990,0.0,386488.96
B2261,Los Angeles Lab 27,Lab,Los Angeles,CA,Marine-Mild,1934,53434,10,175,3999436,689601,347439.28,94655.3,191789.34,1279819,11,Excellent,Double Pane,80,2013,0.0,250332.79
B2262,Denver Office 41,Office,Denver,CO,Cold-Dry,1983,175711,16,534,3051615,4190476,267071.98,58636.62,246340.32,976517,1,Fair,Triple Pane,85,1994,0.0,885003.1
B2263,Houston Lab 10,Lab,Houston,TX,Hot-Humid,1998,111773,8,296,7394539,1141005,735850.49,116379.85,231285.95,2366252,5,Fair,Double Pane,63,2011,0.0,524523.64
B2264,Phoenix Government 67,Government,Phoenix,AZ,Hot-Dry,1932,187896,11,700,5452642,2531596,569659.88,109933.22,570033.88,1744845,3,Fair,Double Pane,84,1998,0.0,955067.45
B2265,Phoenix Government 18,Government,Phoenix,AZ,Hot-Dry,1996,71847,9,263,1378320,1817871,140546.96,28268.27,199602.47,441062,14,Fair,Double Pane,47,1997,0.0,405594.38
B2266,Houston Office 53,Office,Houston,TX,Hot-Humid,1937,179499,11,664,5085796,4324778,456646.64,100966.9,631907.51,1627454,22,Poor,Double Pane,16,2013,0.0,2472583.43
B2267,Atlanta Residential 51,Residential,Atlanta,GA,Mixed-Humid,1930,82653,8,214,1298189,1091977,122529.88,20475.07,153251.91,415420,14,Good,Double Pane,46,1999,0.0,375938.69
B2268,Chicago Retail 18,Retail,Chicago,IL,Cold-Humid,1937,68635,6,450,2678562,1064981,318900.15,45371.82,88241.25,857140,9,Poor,Single Pane,50,2023,0.0,747426.91
B2269,Los Angeles Government 87,Government,Los Angeles,CA,Marine-Mild,1971,107754,12,503,3121064,1473544,279497.64,60640.31,214462.74,988670,22,Poor,Single Pane,41,1971,1.0,1528351.64
B2270,Denver Hospital 31,Hospital,Denver,CO,Cold-Dry,1976,295737,15,1413,16310905,8122189,1947937.43,288996.8,611732.68,5219489,15,Good,Single Pane,52,1990,0.0,2669755.51
B2271,Atlanta Mixed Use 89,Mixed Use,Atlanta,GA,Mixed-Humid,1976,117730,10,370,3571640,1527894,318967.77,63464.87,385963.61,1142925,21,Good,Triple Pane,58,2014,0.0,964830.86
B2272,New York Mixed Use 16,Mixed Use,New York,NY,Cold-Humid,1937,241518,14,837,7068854,4158577,608964.31,122112.29,903573.05,2262033,3,Fair,Double Pane,71,1990,0.0,1184186.9
B2273,Los Angeles Hospital 60,Hospital,Los Angeles,CA,Marine-Mild,1957,492357,18,1738,41091042,12997368,4885969.85,889088.78,1237770.81,13149133,10,Good,Double Pane,55,2024,0.0,2102263.42
B2274,Houston Retail 94,Retail,Houston,TX,Hot-Humid,1985,74094,7,236,1003088,1473653,98713.06,22406.59,213004.71,289474,7,Excellent,Double Pane,76,1985,9.8,339926.34
B2275,Seattle Office 98,Office,Seattle,WA,Marine-Mild,1958,117290,9,652,2921911,2236607,313008.78,61775.19,141505.65,935011,7,Good,Double Pane,60,1993,0.0,662345.24
B2276,Denver Residential 32,Residential,Denver,CO,Cold-Dry,2004,58910,10,153,1033459,1002897,104443.92,17937.54,221266.67,315167,1,Good,Double Pane,71,2004,4.7,328708.72
B2277,Phoenix Office 80,Office,Phoenix,AZ,Hot-Dry,1985,20579,6,118,470112,310108,49528.32,7689.37,26028.83,146224,16,Good,Triple Pane,65,2012,2.8,241835.28
B2278,New York Government 45,Government,New York,NY,Cold-Humid,1959,181027,18,493,6202540,4733261,564272.34,145571.19,275599.89,1968561,23,Poor,Single Pane,26,2025,0.8,2715858.83
B2279,Chicago Retail 80,Retail,Chicago,IL,Cold-Humid,1935,41746,8,272,1234937,420096,148170.84,29509.96,120763.23,392796,4,Good,Double Pane,87,1935,0.6,190779.31
B2280,New York Office 77,Office,New York,NY,Cold-Humid,1985,61566,8,166,1398493,1552904,147745.92,26182.64,85876.9,447518,2,Good,Single Pane,58,2003,0.0,399496.02
B2281,Seattle Lab 60,Lab,Seattle,WA,Marine-Mild,1976,71416,8,400,8365514,1430774,845944.38,195327.15,250498.22,2676964,4,Fair,Single Pane,56,1997,0.0,543171.33
B2282,Los Angeles Government 40,Government,Los Angeles,CA,Marine-Mild,1931,199967,12,645,6328410,3188965,726512.96,99749.75,593235.68,2025091,24,Fair,Single Pane,34,1931,0.0,2289130.19
B2283,Atlanta Government 46,Government,Atlanta,GA,Mixed-Humid,1998,143668,17,667,3893722,3440016,474054.39,89972.97,441990.77,1245991,24,Good,Double Pane,46,2024,0.0,1658405.8
B2284,Los Angeles Government 66,Government,Los Angeles,CA,Marine-Mild,2003,50774,6,232,947546,1013879,98139.59,22731.98,113348.79,303214,12,Good,Triple Pane,60,2011,0.0,228072.4
B2285,Los Angeles School 37,School,Los Angeles,CA,Marine-Mild,2015,50151,6,146,956253,962330,105225.37,19409.4,123212.18,306001,23,Poor,Double Pane,38,2022,0.0,815122.37
B2286,Phoenix Retail 89,Retail,Phoenix,AZ,Hot-Dry,1975,21287,3,71,389625,252804,40370.79,8250.18,35666.75,124680,6,Fair,Triple Pane,81,2009,0.0,98035.89
B2287,Atlanta Retail 86,Retail,Atlanta,GA,Mixed-Humid,1994,58843,10,232,1428859,1437791,179017.58,26211.53,150635.08,457235,9,Good,Double Pane,63,1994,0.0,348286.59
B2288,Atlanta Government 44,Government,Atlanta,GA,Mixed-Humid,1975,126065,13,407,2957764,1517102,275226.3,54869.27,333858.66,946484,7,Good,Single Pane,60,2019,0.0,1108121.1
B2289,Chicago Retail 66,Retail,Chicago,IL,Cold-Humid,2001,12971,3,42,250072,321677,25873.08,4069.65,34497.63,80023,3,Excellent,Double Pane,84,2002,0.0,61388.96
B2290,Atlanta Hospital 75,Hospital,Atlanta,GA,Mixed-Humid,1955,278671,22,1104,20142610,5715181,2110944.67,447546.41,529859.32,6017487,2,Good,Double Pane,85,1993,6.6,1129410.3
B2291,Seattle Lab 16,Lab,Seattle,WA,Marine-Mild,1934,72656,8,432,5114015,1088631,553466.62,93684.01,202900.37,1636485,16,Excellent,Double Pane,67,2024,0.0,684024.32
B2292,New York School 73,School,New York,NY,Cold-Humid,1942,64388,8,209,1498507,1144437,183622.71,34381.98,106291.26,479522,7,Fair,Double Pane,64,2003,0.0,325269.78
B2293,Phoenix Residential 10,Residential,Phoenix,AZ,Hot-Dry,1963,112245,8,350,2223294,2127596,261208.8,34506.97,138779.34,583962,2,Poor,Double Pane,46,2007,17.9,898296.01
B2294,Chicago Mixed Use 38,Mixed Use,Chicago,IL,Cold-Humid,2007,199594,17,684,5970656,5376297,744981.07,113673.24,400811.37,1910610,13,Poor,Double Pane,34,2020,0.0,1573840.19
B2295,Chicago Hospital 25,Hospital,Chicago,IL,Cold-Humid,1938,475616,24,1903,26293671,9560609,2633854.38,612039.62,1330544.52,8413975,10,Good,Single Pane,52,1995,0.0,3504911.15
B2296,Seattle Office 26,Office,Seattle,WA,Marine-Mild,1949,126436,15,457,2443884,3434344,281722.95,50206.26,210212.28,782043,4,Good,Double Pane,62,2003,0.0,507731.16
B2297,New York Government 84,Government,New York,NY,Cold-Humid,1975,111051,12,330,4244312,1991833,406385.6,96664.74,313673.8,1358180,2,Poor,Single Pane,57,1991,0.0,1614968.94
B2298,Denver Retail 81,Retail,Denver,CO,Cold-Dry,1970,11220,3,43,306486,199141,34977.24,5162.48,34297.86,98075,13,Good,Double Pane,63,2020,0.0,50443.99
B2299,Houston Hospital 59,Hospital,Houston,TX,Hot-Humid,2013,225573,18,565,11672904,3053425,1195212.92,227107.1,530733.87,3735329,19,Fair,Single Pane,38,2022,0.0,3438949.19
B2300,Denver Lab 81,Lab,Denver,CO,Cold-Dry,2010,62887,7,324,6972380,893474,682464.24,159106.16,191994.27,2231161,18,Good,Double Pane,56,2014,0.0,702323.1
B2301,Phoenix Hospital 14,Hospital,Phoenix,AZ,Hot-Dry,2008,154638,11,582,13768137,2790144,1253758.49,274066.93,566181.72,4405804,13,Good,Single Pane,47,2024,0.0,1476093.9
B2302,Los Angeles Lab 13,Lab,Los Angeles,CA,Marine-Mild,1989,92129,7,602,6441286,2030034,591451.64,150158.81,194125.15,2061211,21,Fair,Single Pane,34,2018,0.0,1114930.24
B2303,Seattle Mixed Use 61,Mixed Use,Seattle,WA,Marine-Mild,1981,118385,12,326,3400882,2049991,422349.09,77190.45,169760.9,1088282,22,Fair,Double Pane,41,1981,0.0,951044.08
B2304,Atlanta Retail 76,Retail,Atlanta,GA,Mixed-Humid,2010,14042,5,74,314214,198336,31372.72,6571.86,51337.36,100548,14,Poor,Double Pane,46,2010,0.0,117344.75
B2305,Houston Government 86,Government,Houston,TX,Hot-Humid,2015,160954,11,616,3863550,2531451,426854.06,73978.55,476191.38,1236336,24,Poor,Single Pane,33,2025,0.0,3138886.94
B2306,Seattle Residential 24,Residential,Seattle,WA,Marine-Mild,1962,132215,14,430,2244007,3153773,215634.79,47885.34,315646.02,718082,21,Fair,Double Pane,51,1999,0.0,1233089.99
B2307,Houston Hospital 58,Hospital,Houston,TX,Hot-Humid,2009,413445,21,2486,28303502,10846682,2453392.66,630682.82,1417544.77,9057120,3,Poor,Double Pane,60,2016,0.0,3518132.6
B2308,Phoenix Office 67,Office,Phoenix,AZ,Hot-Dry,1972,88920,9,569,2496915,1017966,214299.13,55408.82,298951.79,799012,21,Fair,Double Pane,41,1991,0.0,978480.04
B2309,Phoenix Residential 30,Residential,Phoenix,AZ,Hot-Dry,1966,93633,9,500,1921387,2006947,207466.05,33860.17,303535.78,536297,8,Poor,Double Pane,51,2008,12.8,1034203.4
B2310,Phoenix Lab 56,Lab,Phoenix,AZ,Hot-Dry,1952,131571,11,610,7932908,1993747,822794.44,178286.74,275454.63,2538530,22,Good,Triple Pane,41,1952,0.0,1252363.37
B2311,Houston Residential 45,Residential,Houston,TX,Hot-Humid,1949,37696,7,159,822222,979039,99805.76,13284.06,142616.62,236151,1,Good,Single Pane,63,2001,10.2,282783.93
B2312,Chicago Office 14,Office,Chicago,IL,Cold-Humid,1989,98162,15,347,1991140,1060195,186611.02,35964.61,175159.28,580457,20,Good,Double Pane,59,2024,8.9,834894.59
B2313,Houston Mixed Use 45,Mixed Use,Houston,TX,Hot-Humid,1973,283241,18,750,7933910,4679527,936287.72,157630.51,558470.13,2538851,17,Poor,Double Pane,43,2005,0.0,4538783.48
B2314,Chicago Hospital 51,Hospital,Chicago,IL,Cold-Humid,1939,148469,16,413,8200177,2154366,940449.52,146568.77,186840.94,2624056,20,Good,Double Pane,64,1995,0.0,1634764.93
B2315,Atlanta Office 59,Office,Atlanta,GA,Mixed-Humid,2015,204521,11,826,6436795,2229243,595710.9,132539.45,566936.25,1798570,6,Poor,Triple Pane,65,2016,12.7,2178913.92
B2316,Los Angeles Retail 11,Retail,Los Angeles,CA,Marine-Mild,1975,74354,13,347,2854429,1845201,286111.95,60411.6,215105.1,913417,19,Fair,Single Pane,53,1994,0.0,1115501.75
B2317,Denver Office 93,Office,Denver,CO,Cold-Dry,1997,132884,10,425,3461606,2182338,386534.66,54279.08,285986.74,1107714,16,Fair,Single Pane,51,2022,0.0,1711301.41
B2318,New York Hospital 45,Hospital,New York,NY,Cold-Humid,1989,173613,11,567,12466793,3359338,1276797.24,195920.46,334717.61,3989374,23,Good,Double Pane,51,2013,0.0,2028255.49
B2319,Denver Residential 26,Residential,Denver,CO,Cold-Dry,2017,108834,10,700,1880700,2542499,229008.25,41210.23,204567.54,601824,8,Fair,Double Pane,65,2018,0.0,577282.63
B2320,Houston Mixed Use 62,Mixed Use,Houston,TX,Hot-Humid,1968,75503,9,202,1787500,1423592,183489.28,34070.45,214858.05,422846,15,Good,Double Pane,58,2008,26.1,364739.43
B2321,Atlanta Retail 36,Retail,Atlanta,GA,Mixed-Humid,1984,77771,7,323,1928858,2108608,228185.6,32599.15,195656.77,617234,12,Fair,Double Pane,68,2020,0.0,367597.35
B2322,Atlanta Office 23,Office,Atlanta,GA,Mixed-Humid,1963,185313,17,1033,6289485,3938718,529774.27,116286.9,578264.69,2012635,10,Poor,Single Pane,32,1993,0.0,1899207.27
B2323,Phoenix Lab 48,Lab,Phoenix,AZ,Hot-Dry,1975,134763,13,723,12933026,3193636,1336283.1,203450.92,326134.34,4138568,12,Good,Single Pane,47,2017,0.0,1208433.32
B2324,Atlanta Lab 55,Lab,Atlanta,GA,Mixed-Humid,1971,145136,9,554,16251345,1977247,2021636.47,257234.11,309554.43,5200430,17,Fair,Double Pane,47,2020,0.0,1728903.55
B2325,Atlanta Office 83,Office,Atlanta,GA,Mixed-Humid,1957,54947,6,140,1359819,1375156,119806.97,31583.55,171457.78,435142,22,Good,Single Pane,41,1995,0.0,775729.7
B2326,Phoenix Residential 85,Residential,Phoenix,AZ,Hot-Dry,1933,140966,17,436,1874071,1422134,160623.79,41060.74,509289.98,599702,20,Fair,Double Pane,38,1933,0.0,1555242.15
B2327,Atlanta Retail 63,Retail,Atlanta,GA,Mixed-Humid,2016,60341,6,241,1381411,1546378,171378.72,28100.49,206349.8,442051,11,Good,Double Pane,72,2016,0.0,264535.17
B2328,Denver Retail 86,Retail,Denver,CO,Cold-Dry,1987,32456,8,95,919752,781554,105061.52,16008.13,51004.61,294320,22,Fair,Triple Pane,45,2017,0.0,304628.71
B2329,Chicago School 80,School,Chicago,IL,Cold-Humid,1930,61181,10,310,753838,722958,92626.59,17719.32,165115.16,241228,9,Good,Double Pane,68,2020,0.0,349151.93
B2330,Atlanta Residential 50,Residential,Atlanta,GA,Mixed-Humid,1972,144313,10,689,3705325,1545057,353227.83,77322.68,401381.96,1185704,1,Poor,Single Pane,47,1972,0.0,1686808.42
B2331,Phoenix Hospital 97,Hospital,Phoenix,AZ,Hot-Dry,2004,405775,18,2300,23749844,4263821,2460763.26,426895.96,1350806.87,7599950,3,Good,Single Pane,63,2022,0.0,2977458.46
B2332,Houston Mixed Use 28,Mixed Use,Houston,TX,Hot-Humid,2002,115507,11,459,2563063,3007348,254456.71,52852.37,141684.09,820180,15,Poor,Triple Pane,45,2004,0.0,1276547.05
B2333,Los Angeles Office 47,Office,Los Angeles,CA,Marine-Mild,1936,230607,12,700,4728380,5842695,544000.32,95511.25,688704.39,1216821,8,Good,Double Pane,77,1936,19.6,1062543.75
B2334,Los Angeles Mixed Use 38,Mixed Use,Los Angeles,CA,Marine-Mild,1977,32035,5,90,565202,461227,52203.99,13444.78,49529.99,180864,5,Good,Triple Pane,69,2004,0.0,131509.9
B2335,Los Angeles Lab 52,Lab,Los Angeles,CA,Marine-Mild,2002,71316,7,209,7599926,1655774,879811.97,119037.6,204526.62,2322346,19,Good,Single Pane,25,2002,4.5,931054.28
B2336,Seattle Lab 88,Lab,Seattle,WA,Marine-Mild,2016,39524,9,186,5517150,1066803,527184.76,128520.98,89224.72,1370683,10,Poor,Double Pane,51,2022,22.4,343453.11
B2337,Los Angeles Lab 28,Lab,Los Angeles,CA,Marine-Mild,1967,113577,9,511,12984175,1959443,1561901.99,205962.05,412085.33,3907838,4,Good,Double Pane,49,1967,5.9,513300.63
B2338,Houston Mixed Use 19,Mixed Use,Houston,TX,Hot-Humid,1940,240262,15,774,4568000,4950480,410016.0,91370.23,291717.68,1461760,22,Good,Double Pane,46,2004,0.0,2638740.16
B2339,Chicago Government 55,Government,Chicago,IL,Cold-Humid,1931,159205,14,652,4137889,3305167,508217.45,81078.14,350343.55,1284651,17,Good,Double Pane,53,2007,3.0,1573213.87
B2340,Chicago Residential 40,Residential,Chicago,IL,Cold-Humid,1979,31928,7,92,653415,365023,80041.45,10641.23,46564.31,209092,6,Good,Single Pane,59,2008,0.0,234916.4
B2341,Seattle Residential 48,Residential,Seattle,WA,Marine-Mild,2016,25826,4,89,606604,548609,68658.5,11264.09,67509.94,194113,1,Poor,Double Pane,62,2020,0.0,280373.88
B2342,Los Angeles Residential 90,Residential,Los Angeles,CA,Marine-Mild,2016,61073,9,262,1032731,1416473,109013.21,22649.63,184685.74,330474,12,Poor,Triple Pane,47,2018,0.0,587982.71
B2343,New York Office 34,Office,New York,NY,Cold-Humid,1979,177844,16,645,5507429,2894559,505344.55,122037.23,527712.73,1762377,20,Good,Double Pane,59,1994,0.0,1423664.95
B2344,Atlanta Residential 34,Residential,Atlanta,GA,Mixed-Humid,1953,41484,5,162,751870,489571,64479.48,17108.13,121617.48,232699,7,Good,Single Pane,72,1993,3.3,373331.35
B2345,Denver Hospital 30,Hospital,Denver,CO,Cold-Dry,1948,214073,12,634,14449872,2194128,1592854.11,302221.99,566198.35,4623959,1,Good,Double Pane,72,2004,0.0,1222591.53
B2346,New York Lab 26,Lab,New York,NY,Cold-Humid,1979,169476,13,524,17508615,2322376,1804188.13,318374.53,277032.27,5602756,8,Good,Single Pane,53,2017,0.0,1305092.35
B2347,Chicago Mixed Use 74,Mixed Use,Chicago,IL,Cold-Humid,1936,244910,21,850,4862025,6735443,539297.56,73420.44,791364.86,1394805,11,Excellent,Single Pane,61,2019,10.4,1860776.74
B2348,Los Angeles School 96,School,Los Angeles,CA,Marine-Mild,1977,65678,10,172,1320916,685840,148575.26,19845.71,221187.63,422693,22,Fair,Single Pane,26,1991,0.0,710792.96
B2349,Phoenix Retail 66,Retail,Phoenix,AZ,Hot-Dry,1996,25945,6,74,784668,555541,91357.62,11893.57,49149.81,251093,4,Poor,Double Pane,50,1996,0.0,212654.54
B2350,Denver Lab 60,Lab,Denver,CO,Cold-Dry,1938,23230,6,63,1917619,479160,215070.35,39475.89,38426.57,613638,2,Poor,Single Pane,43,2020,0.0,270345.51
B2351,Houston School 33,School,Houston,TX,Hot-Humid,1972,107968,13,304,2285129,2256469,258145.75,53340.3,268547.86,731241,1,Poor,Double Pane,65,1972,0.0,1089156.26
B2352,Chicago Lab 20,Lab,Chicago,IL,Cold-Humid,2000,67062,6,375,7801983,1546973,798031.78,165711.54,117891.31,2496634,2,Poor,Double Pane,49,2012,0.0,593607.69
B2353,New York Residential 82,Residential,New York,NY,Cold-Humid,2004,65741,11,252,791075,1240015,98221.33,13572.26,199708.74,253144,16,Excellent,Triple Pane,75,2004,0.0,595969.74
B2354,Houston Retail 12,Retail,Houston,TX,Hot-Humid,1973,42470,8,158,1146328,512863,135527.28,20747.31,160343.77,366825,18,Good,Double Pane,62,2025,0.0,373299.98
